监管文件编号,主题,文件名,发文字号,匹配源,决策,置信度,A强信号关键词,B销售代理关键词,C泛化关键词,X排除关键词,命中摘录,可用正文长度,全文状态
RFN-8858a4a6a7519c69,T9风险处置与案件合规,国家金融监督管理总局关于印发金融机构涉刑案件管理办法的通知,金规[2024]12号,nfra,BOUNDARY,低,人身保险公司,个人保险代理人,,保险公估|保险经纪|信托公司|再保险公司|商业银行|财产保险公司|金融资产|银行业|银行业金融机构,[body]…业集团财务公司、金融租赁公司、汽车金融公司、消费金融公司、货币经纪公司、信托公司、理财公司、金融资产投资公司、人身保险公司、财产保险公司、保险资产管理公司、保险集团（控股）公司、再保险公司、政策性保险公司、相互保险组织、保险专业代理…,13849,已提取-可全文
RFN-885d0dc2e2c8dca7,T5资金运用与资产负债管理,关于印发《保险资金境外投资管理暂行办法实施细则》的通知,保监发〔2012〕93号,nfra,EXCLUDE,中,,,保险公司|保险机构|保险资产管理|保险资金|偿付能力,商业银行,[body]…率、核心资本充足率、信用级别按其母（总）公司计算； （四）从事保险资产托管业务的专业人员不少于6人。 第九条 商业银行与委托人有下列关系之一的，不得担任该委托人的托管人或托管代理人： （一）一方直接或者间接持有另一方股份超过10…,11427,已提取-可全文
RFN-88a77c8e05338809,T2产品与精算制度,中国银保监会关于印发保险公司非寿险业务准备金管理办法实施细则（1—7号）的通知,银保监规[2022]6号,nfra,BOUNDARY,低,健康保险,,,,[body]…、 《关于编报保险公司非寿险业务准备金评估报告有关事项的通知》（保监产险〔2012〕651 号）同时废止。 《健康保险管理办法》（中国银行保险监督管理委员会令 2019 年第 3 号）和《意外伤害保险业务监管办法》（银保监办发〔…,1055,已提取-可全文
RFN-88ca7d111533e829,T10数据治理与信息披露,关于开展保险业信息系统安全等级保护定级工作的通知,保监厅发〔2007〕45号,nfra,BOUNDARY,低,人寿保险,,,,[body]…业内分步分批实施。 保险行业第一批定级单位包括：保监会及各保监局，中国保险行业协会，中国人民保险集团公司、中国人寿保险（集团）公司、中国再保险（集团）公司、中国出口信用保险公司、民生人寿保险股份有限公司、阳光保险控股股份有限公司…,4340,已提取-可全文
RFN-890f174b20c5bdf7,T5资金运用与资产负债管理,关于保险资产管理公司年度财务报告有关问题的通知,保监发〔2008〕31号,nfra,BOUNDARY,低,,,保险资产管理|保险资金,,[title]…关于保险资产管理公司年度财务报告有关问题的通知 保监发〔2008〕31号。各保险资产管理公司：。近期，财政部发布《关于印发保险…,1914,已提取-可全文
RFN-8924608a7e543b00,T5资金运用与资产负债管理,关于保险资金投资集合资金信托计划有关事项的通知,保监发〔2014〕38号,nfra,EXCLUDE,中,,,保险公司|保险机构|保险资产管理|保险资金|偿付能力,信托公司,[body]…务和风险责任等要求，执行《中国保监会关于保险机构投资风险责任人有关事项的通知》相关规定。 三、保险机构应当明确信托公司选择标准，完善持续评价机制，并将执行情况纳入年度内控审计。 担任受托人的信托公司应当具备以下条件： （一）近三…,3375,已提取-可全文
RFN-8947647c4bfa7363,T10数据治理与信息披露,关于《关于在寿险业建立标准保费行业标准的通知》的补充通知,保监发〔2005〕25号,nfra,INCLUDE,高,人寿保险公司|人身险公司|寿险,,,,[title]…关于《关于在寿险业建立标准保费行业标准的通知》的补充通知 保监发〔2005〕25号。各人寿保险公司：。为贯彻落实《关于在寿险业…,2457,已提取-可全文
RFN-8956cecc20380d22,T1销售行为与消费者保护,中国银保监会关于规范互联网保险销售行为可回溯管理的通知,银保监发[2020]26号,nfra,BOUNDARY,低,人身保险|健康保险|养老保险,保险兼业代理,,保险中介机构,[body]…构销售以下保险产品时，应当按照要求展示可能影响保单效力以及可能免除保险公司责任的内容，包括但不限于：（一）销售人身保险新型产品，应当增加保单利益不确定性风险提示内容；（二）销售健康保险产品，应当增加保险责任等待期的起算时间、期限…,5264,已提取-可全文
RFN-89617aa386e8aaf9,T2产品与精算制度,关于投资连结型团体年金保险、万能型团体年金保险风险保额有关问题的批复,保监寿险〔2005〕867号,nfra,BOUNDARY,低,人寿保险|人身保险|寿险,,,,[meta]…关于投资连结型团体年金保险、万能型团体年金保险风险保额有关问题的批复 保监寿险〔2005〕867号。瑞泰人寿保险有限公司：。你公司《关于申请瑞泰团体投资连结保险产品备案的请示》（瑞泰人寿〔…,864,已提取-可全文
RFN-899102dad2cc5cec,T5资金运用与资产负债管理,中国保监会关于印发《保险资金投资债券暂行办法》的通知,保监发〔2012〕58号,nfra,EXCLUDE,中,,,保险产品|保险公司|保险机构|保险资产管理|保险资金|偿付能力|投资连结保险,商业银行|证券公司|银行业,[body]…，且不具备政府信用的债券，包括金融企业（公司）债券和非金融企业（公司）债券。 第九条 金融企业（公司）债券包括商业银行可转换债券、混合资本债券、次级债券以及金融债券，证券公司债券，保险公司可转换债券、混合资本债券、次级定期债券和…,12360,已提取-可全文
RFN-899ce5272693a573,T8机构准入与组织监管,关于贯彻实施《保险公司管理规定》有关问题的通知,保监发〔2010〕26号,nfra,BOUNDARY,低,,,保险公司|保险公司分支机构|分支机构,,[title]…关于贯彻实施《保险公司管理规定》有关问题的通知 保监发〔2010〕26号。各保险公司、各保监局、机关各部门：。《保险公司管理规定》（…,4652,已提取-可全文
RFN-8a8ac6b0f395d59d,T10数据治理与信息披露,关于发布《2009版保险术语》行业标准的通知,保监发〔2009〕29号,nfra,BOUNDARY,低,,,保险公司|保险资产管理,,[meta]…关于发布《2009版保险术语》行业标准的通知 保监发〔2009〕29号。各保监局，保监会机关各部门，各保险公司、保险资产管理公司、保险专业中介机构，国有保险公司监事会，中国保险行业协会、中国保险学会，全国金融标准化技术委…,772,已提取-可全文
RFN-8a98eed7f23b0c5d,T10数据治理与信息披露,关于发布《保险基础数据模型》行业标准的通知,保监发〔2009〕31号,nfra,BOUNDARY,低,,,保险公司|保险资产管理,,[meta]…关于发布《保险基础数据模型》行业标准的通知 保监发〔2009〕31号。各保监局，保监会机关各部门，各保险公司、保险资产管理公司、保险专业中介机构，国有保险公司监事会，中国保险行业协会、中国保险学会，全国金融标准化技术委…,768,已提取-可全文
RFN-8ad9ae930359b260,T7反洗钱与反恐怖融资,中国人民银行令〔2021〕第3号（金融机构反洗钱和反恐怖融资监督管理办法）,中国人民银行令〔2021〕第3号,pbc,EXCLUDE,—,,,,,,62,已提取-缺正文
RFN-8af8d940827e0344,T8机构准入与组织监管,关于保险公司经营区域有关问题的通知,保监发[2003]120号,supp,EXCLUDE,中,,保险兼业代理,保险公司|保险公司分支机构|分支机构,保险中介机构|保险公估|保险经纪公司,[body]…者设立营销服务部的方式在该省、 自治区或直辖市的行政辖区内开展业务。 保险公司及其分支机构不得委托注册地以外的保险兼业代理机构开展异地业务。 二、 保险公司分支机构变更经营区域范围的， 应凭总公司书面授权书到当地保监办变更许可证经营…,1551,已提取-可全文
RFN-8b17476e653926b8,T1销售行为与消费者保护,中国保监会关于保险中介从业人员管理有关问题的通知,保监中介〔2015〕139号,supp,EXCLUDE,中,,,保单|保险公司|保险销售,保险中介机构|保险公估|保险经纪,[meta]…关问题的通知 保险中介从业人员资格核准审批制度改革：2015年4月24日保险法修改取消保险销售（含保险代理）、保险经纪从业人员资格核准审批事项；各保监局不得受理相关审批；废止《关于保险公估从业人员资格考试有关工作的通知》（保监中…,1684,已提取-可全文
RFN-8b8a8d5a0cf8dbb0,T9风险处置与案件合规,中华人民共和国反不正当竞争法,N/A,,—,—,,,,,,0,未在五源cleaned收录
RFN-8bf234c5a0474448,T9风险处置与案件合规,关于印发《保险机构案件责任追究指导意见》的通知,保监发〔2010〕12号,nfra,INCLUDE,中,,保险营销员,保险公司|保险机构|保险营销|保险资产管理|分支机构,,[body]…及合规负责人等其他高级管理人员和部门负责人。 本指导意见所称保险机构从业人员，包括保险机构员工和为其代理业务的保险营销员等。 第五条 保险机构案件责任追究应当遵循“事实清楚、证据确凿、责任明确、程序合法、权责对等、逐级追究、公平公…,14573,已提取-可全文
RFN-8c54a4db80812c50,T1销售行为与消费者保护,关于强化管理促进人身险业务平稳健康发展的通知,人身险部函【2023】428号,supp,INCLUDE,中,人身保险|人身保险公司,,,,[body]…监督管理委员会人身险部 人身险部函〔2023] 428 号 关于强化管理 促进人身辽业务平稳健康发展的通知 各人身保险公司: 近期，部分人身保险公司启动了 2024 年度业务计划制定及营 销工作，为保护保险消费者合法权益，促进人身保…,2578,已提取-可全文
RFN-8d034d52a8baa74e,T10数据治理与信息披露,中国保监会关于印发《中国保险业发展“十三五”规划纲要》的通知,保监发〔2016〕74号,nfra,BOUNDARY,低,人身保险|健康保险|养老保险|寿险,,,保险中介机构|再保险公司,[body]…现上市，自保、相互、互联网等新型主体创新发展，统一开放、协调发展、充满活力的现代保险市场体系日益完善。全面实施寿险产品费率市场化改革，稳步推进商业车险条款费率管理制度改革，市场配置资源的决定性作用得到有效发挥。保险资金运用体…,33237,已提取-可全文
RFN-8d08e4069595e6da,T1销售行为与消费者保护,中国银保监会办公厅关于开展银行保险机构侵害消费者权益乱象整治工作的通知,中国银保监会办公厅关于开展银行保险机构侵害消费者权益乱象整治工作的通知银保监办发〔2019〕194号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险消费者,银行业,[title]…中国银保监会办公厅关于开展银行保险机构侵害消费者权益乱象整治工作的通知 中国银保监会办公厅关于开展银行保险机构侵害消费者权益乱象整治工作的通知银保监…,3461,已提取-可全文
RFN-8d1c22b57e567cc6,T5资金运用与资产负债管理,关于保险资金投资有关金融产品的通知,保监发〔2012〕91号,nfra,EXCLUDE,中,,,保险公司|保险机构|保险资产管理|保险资金|偿付能力,信托公司|商业银行|证券公司|银行业金融机构,[body]…暂行办法》及相关规定，现就保险资金投资理财产品等类证券化金融产品通知如下： 一、保险资金可以投资境内依法发行的商业银行理财产品、银行业金融机构信贷资产支持证券、信托公司集合资金信托计划、证券公司专项资产管理计划、保险资产管理公司…,6581,已提取-可全文
RFN-8d22034994f0e5bb,T10数据治理与信息披露,中国保监会关于印发《保险资产管理公司统计制度》的通知,保监发〔2010〕85号,nfra,BOUNDARY,低,,,保险公司|保险资产管理|保险资金,,[title]…中国保监会关于印发《保险资产管理公司统计制度》的通知 保监发〔2010〕85号。保险资产管理公司：。为进一步加强保险资产管理公司统计工作，全面…,1914,已提取-可全文
RFN-8d905c2a008fc11a,T4公司治理与股权关联交易,银行保险机构董事监事履职评价办法（试行）,中国银行保险监督管理委员会令[2021]5号,nfra,BOUNDARY,低,人身保险公司,,,再保险公司|商业银行|财产保险公司|银行业,[body]…份制商业银行、城市商业银行、民营银行、农村商业银行、外资银行、保险集团（控股）公司、财产保险公司、再保险公司、人身保险公司。未设立监事会的银行保险机构，以及中国银保监会负责监管的其他金融机构参照适用本办法。法律、行政法规或规章对外资…,17865,已提取-可全文
RFN-8d93a321dad29046,T10数据治理与信息披露,中国银保监会办公厅关于2022年银行业保险业服务全面推进乡村振兴重点工作的通知,银保监办发[2022]35号,nfra,BOUNDARY,低,人身保险|人身险公司|健康保险|养老保险|寿险,,,商业银行|银行业,[body]…小农户农业保险投保率。加快发展应对台风、地震、洪涝等重大自然灾害的保险业务，提高农业农村自然灾害保险保障水平。人身险公司要针对农村居民需求，特别是脱贫地区群众需求，扩大意外伤害险、定期寿险、健康保险、养老保险等人身保险产品供给。切…,9311,已提取-可全文
RFN-8ddaa2d599ece982,T3资本与偿付能力监管,保险公司偿付能力额度及监管指标管理规定,保监发[2001]53号,nfra,INCLUDE,中,人寿保险|人寿保险公司|人身保险|健康险|寿险,,,再保险公司|财产保险公司|财产险,[body]…和减去摊回分保赔款和追偿款收入。 经营不满三个完整会计年度的保险公司，采用本条第（一）项规定的标准。 第五条 人寿保险公司最低偿付能力额度为长期人身险业务最低偿付能力额度和短期人身险业务最低偿付能力额度之和。 长期人身险业务是指保险…,13171,已提取-可全文
RFN-8df4c7ae09bb4d52,T5资金运用与资产负债管理,中国保监会关于印发《保险资金运用内部控制指引》及应用指引的通知,保监发〔2015〕114号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|保险资金,,[title]…中国保监会关于印发《保险资金运用内部控制指引》及应用指引的通知 保监发〔2015〕114号。各保险集团（控股）公司、保险公司、保险资产管理…,1755,已提取-可全文
RFN-8e299b6db7fca20e,T6养老与健康保险专项,关于印发《加快发展养老保险的若干指导意见》的通知（已废止）,保监发〔2004〕152号,nfra,INCLUDE,中,人身保险|养老保险|养老保险公司|寿险,,,,[meta]…关于印发《加快发展养老保险的若干指导意见》的通知（已废止） 保监发〔2004〕152号。各寿险公司、各专业养老保险公司、各保监局：。为大力推进保险业加快发展养老保险，充分发挥保险业在企业年金市场中的作用，…,4693,已提取-可全文
RFN-8e37d767096e33ab,T2产品与精算制度,关于印发《精算报告》编报规则的通知,保监发〔2009〕121号,nfra,INCLUDE,中,人身保险|健康保险|养老保险公司|寿险,,,,"[meta]…关于印发精算报告编报规则的通知 保监发〔2007〕119号。各寿险公司、养老保险公司、健康保险公司：。为适应人身保险业的新发展和新会计准则的要求,全面客观地反映保险公司的业务状…",805,已提取-可全文
RFN-8e37d9471a591f1d,T8机构准入与组织监管,关于违规受处罚的保险公司申请设立营销服务部有关问题的批复,保监法规〔2005〕318号,nfra,BOUNDARY,低,,,保险公司|分支机构,,[title]…关于违规受处罚的保险公司申请设立营销服务部有关问题的批复 保监法规〔2005〕318号。福建保监局：。你局《关于对违规受处罚保险公司申…,959,已提取-可全文
RFN-8e553b1417bf38ce,T2产品与精算制度,关于印发《人身保险内含价值报告编制指引》的通知,保监发〔2005〕83号,nfra,INCLUDE,高,人寿保险公司|人身保险|健康保险|养老保险公司|寿险,,,,[title]…关于印发《人身保险内含价值报告编制指引》的通知 保监发〔2005〕83号。各寿险公司，各养老保险公司，各健康保险公司，健康保险公…,928,已提取-可全文
RFN-8e6afa271b0e491d,T2产品与精算制度,中国银保监会办公厅关于加快推进意外险改革的意见,银保监办发[2020]4号,nfra,BOUNDARY,低,,,保单|保险消费者,,[body]…贯彻落实党中央、国务院关于金融工作的决策部署，服务金融供给侧结构性改革，建立意外险费率市场化形成机制，更好保护保险消费者合法权益，推动意外险市场高质量发展，现就加快推进意外险改革提出以下意见。 一、总体要求（一）指导思想坚持以人民…,5848,已提取-可全文
RFN-8ea5ba2763e1a220,T7反洗钱与反恐怖融资,中华人民共和国反洗钱法,N/A,nfra,BOUNDARY,低,人身保险,,,银行业,[body]…一条 客户由他人代理办理业务的，金融机构应当按照规定核实代理关系，识别并核实代理人的身份。 金融机构与客户订立人身保险、信托等合同，合同的受益人不是客户本人的，金融机构应当识别并核实受益人的身份。 第三十二条 金融机构依托第三方…,22820,已提取-可全文
RFN-8eafe702c42eacb6,T2产品与精算制度,关于《保险公司总精算师管理办法》实施有关问题的通知（已废止）,保监寿险〔2008〕57号,nfra,INCLUDE,中,健康保险|养老保险公司|寿险,,,,[meta]…关于《保险公司总精算师管理办法》实施有关问题的通知（已废止） 保监寿险〔2008〕57号。各寿险公司、养老保险公司、健康保险公司：。为保证《保险公司总精算师管理办法》的顺利实施，现…,832,已提取-可全文
RFN-8ed55859167aa292,T9风险处置与案件合规,关于印发《中国保险保障基金有限责任公司业务监管办法》的通知,保监厅发〔2015〕79号,nfra,INCLUDE,中,人身保险|人身保险公司,,,商业银行|财产保险公司|银行业,[body]…清缴后，向保险公司出具合法的收款凭证。 第十三条  保障基金公司应为财产保险保障基金（以下简称“财险基金”）和人身保险保障基金（以下简称“人身险基金”）各开立一个基本账户，专门用于保险保障基金的收缴和资金划拨。 保障基金公司如变…,9008,已提取-可全文
RFN-8ed8cef777049089,T6养老与健康保险专项,关于《健康保险管理办法》实施中有关问题的通知,保监发〔2006〕95号,nfra,INCLUDE,高,健康保险,,,,[title]…关于《健康保险管理办法》实施中有关问题的通知 保监发〔2006〕95号。各保监局，各保险公司：。为了促进健康保险稳定、持续、…,2383,已提取-可全文
RFN-8ee61389c515f324,T5资金运用与资产负债管理,中国保监会关于保险资金投资优先股有关事项的通知,保监发〔2014〕80号,nfra,BOUNDARY,低,,,保险产品|保险公司|保险机构|保险资产管理|保险资金,,[title]…中国保监会关于保险资金投资优先股有关事项的通知 保监发〔2014〕80号。各保险集团（控股）公司、保险公司、保险资产管理公司：。为进…,3222,已提取-可全文
RFN-8f9f85b9f19a4003,T2产品与精算制度,关于开展教育保险有关事项的通知（已废止）,保监发[1999]91号,nfra,INCLUDE,中,人寿保险|人寿保险公司|寿险,,,,[meta]…关于开展教育保险有关事项的通知（已废止） 保监发[1999]91号。中国人寿保险公司、中国平安保险股份有限公司、中国太平洋保险公司、新华人寿保险股份有限公司、泰康人寿保险股份有限公司、新疆兵团保…,17190,已提取-可全文
RFN-8faaef0d177f0833,T2产品与精算制度,国家金融监督管理总局办公厅关于平稳有序做好人身保险产品切换有关工作的通知,金办便函〔2024〕1001号,,—,—,,,,,,0,未在五源cleaned收录
RFN-8fdbd77cf70c2a36,T4公司治理与股权关联交易,关于印发《2011年保险业“小金库”专项治理工作实施方案》的通知,保监发〔2011〕15号,nfra,EXCLUDE,中,,,保险公司|保险机构|保险资产管理|分支机构,保险公估|保险经纪公司,[meta]…施方案》的通知 保监发〔2011〕15号。各保监局，各国有及国有控股保险集团公司、保险公司、保险资产管理公司、保险经纪公司、保险公估公司，中国保险行业协会、中国保险学会、中国精算师协会:。根据中央治理“小金库”工作领导小组《关于印发…,11761,已提取-可全文
RFN-90253ef97fd4f33e,T10数据治理与信息披露,中国保监会 天津市人民政府关于加强保险业服务天津自贸试验区建设和京津冀协同发展等重大国家战略的意见,保监发〔2015〕65号,nfra,BOUNDARY,低,人身保险|健康保险|养老保险,,,保险经纪,[body]…券发行模式。主动适应现代农业发展新常态，积极探索“三农”保险新模式、新机制，开展互助合作保险，大力发展农村小额人身保险、农村小额信贷保险、农房保险、农机保险和种业保险等普惠保险业务。 四、加大支持“走出去”力度，护航“一带一路”…,5747,已提取-可全文
RFN-903014c1644dab9b,T5资金运用与资产负债管理,中国银保监会办公厅关于保险资金投资债转股投资计划有关事项的通知,银保监办发[2020]82号,nfra,BOUNDARY,低,,,保险公司|保险资产管理|保险资金,金融资产,[title]…中国银保监会办公厅关于保险资金投资债转股投资计划有关事项的通知 各保险集团（控股）公司、保险公司、保险资产管理公司： 各保险集团（控股）公司…,1523,已提取-可全文
RFN-9049baa41cac759b,T7反洗钱与反恐怖融资,金融机构客户身份识别和客户身份资料及交易记录保存管理办法,N/A,nfra,EXCLUDE,中,,,,银行业,[meta]…客户身份识别和客户身份资料及交易记录保存管理办法 根据《中华人民共和国反洗钱法》等法律规定，中国人民银行、中国银行业监督管理委员会、中国证券监督管理委员会、中国保险监督管理委员会制定了《金融机构客户身份识别和客户身份资料及交易…,643,已提取-可全文
RFN-905dd958d5b846cb,T4公司治理与股权关联交易,保险公司资金运用关联交易管理制度标准,中国保险行业协会　2024年1月,,—,—,,,,,,0,未在五源cleaned收录
RFN-90ec65df04036cdd,T4公司治理与股权关联交易,中国保监会关于保险公司在全国中小企业股份转让系统挂牌有关事项的通知,保监发〔2016〕71号,nfra,EXCLUDE,中,,,保险公司|保险资产管理|偿付能力,证券公司,[body]…照适用上市保险公司监管要求，允许自然人等合格投资者投资挂牌保险公司股份。 九、本通知第七、八条所称做市，是指由证券公司担任做市商的做市交易方式。 十、本办法所称保险公司，包括保险集团（控股）公司、保险公司和保险资产管理公司。中国…,2526,已提取-可全文
RFN-91195a573dffc274,T6养老与健康保险专项,中国银保监会办公厅关于规范和促进养老保险机构发展的通知,银保监办发[2021]134号,supp,BOUNDARY,低,养老保险|养老保险公司,,,,[body]…力。 建立健全与养老金融业务特点和发展要求相适应的内部管理机制制度， 强化投资管理和风险管控能力。 三、 鼓励养老保险公司发展安全性高、 保障性强、 满足长期或终身领取需求的商业养老年金保险以及其他具有一定长期积累养老金功能的商业保…,2808,已提取-可全文
RFN-91d31bd4dfbf5bed,T3资本与偿付能力监管,关于编报季度偿付能力报告有关事项的通知,保监财会〔2007〕1301号,nfra,BOUNDARY,低,寿险,,,再保险公司,[meta]…的信息质量，现将有关事项通知如下：。一、关于季度偿付能力报告的内容。（一）对目前尚无法按季度评估公司内含价值的寿险公司，在季报中可暂不披露内含价值指标。     保监财会〔2007〕1301号 各保险公司、各保险资产管理公司…,1333,已提取-可全文
RFN-9241d7927ce170a6,T1销售行为与消费者保护,国家金融监督管理总局关于商业银行代理保险业务有关事项的通知,金规[2024]8号,nfra,INCLUDE,中,人身保险,,,商业银行,[meta]…业务和其他保险业务，各级分支行及网点均不限制合作保险公司数量。保险公司应当确保在合作区域内具备线下服务能力。 人身保险监管司    各监管局，各保险公司，各政策性银行、大型银行、股份制银行、外资银行：一、保险公司和商业银行开展保…,1202,已提取-可全文
RFN-929e6fea8ab894c4,T4公司治理与股权关联交易,关于“关联交易”范围界定的复函,保监厅函〔2005〕173号,nfra,BOUNDARY,低,,,保险公司,,[meta]…定的复函 保监厅函〔2005〕173号。三星火灾海上保险（中国）有限公司：。你公司《关于对<中华人民共和国外资保险公司管理条例>第二十条范围界定的请示》（三星保发〔2005〕13号）收悉。经研究，函复如下：。母、子公司间的交易属…,606,已提取-可全文
RFN-92b37ba95eb0c95c,T9风险处置与案件合规,保险保障基金管理办法,中国银行保险监督管理委员会令[2022]7号,nfra,INCLUDE,中,人寿保险|人身保险|人身保险公司|健康保险,,,财产保险公司,[body]…有人，是指对保单利益依法享有请求权的主体，包括投保人、被保险人或者受益人。 本办法所称保单受让公司，是指经营有人寿保险等长期人身保险业务的保险公司被依法撤销或者依法实施破产的，接受该保险公司依法转让长期人身保险合同的有相应资质的…,10672,已提取-可全文
RFN-92c99673ce60aa3c,T2产品与精算制度,关于调整终身年金生命表有关事项的通知,保监发〔2004〕31号,nfra,INCLUDE,中,人寿保险|寿险,,,,[meta]…关于调整终身年金生命表有关事项的通知 保监发〔2004〕31号。各寿险公司：。为了解决终身年金定价生命表与准备金评估生命表不一致的问题，防范和化解寿险公司经营终身年金业务的风险，现…,708,已提取-可全文
RFN-92f92ee8a480d2c6,T9风险处置与案件合规,关于印发《保险业重大上访事件处理办法》的通知（已废止）,保监发〔2003〕116号,nfra,BOUNDARY,低,,,保险公司|保险公司分支机构|分支机构,,[meta]…关于印发《保险业重大上访事件处理办法》的通知（已废止） 保监发〔2003〕116号。各保险公司、各保监办：。为妥善处理保险业内的重大上访投诉事件，切实保护被保险人的合法权益，促进保险业发展，维护社会安定，…,3278,已提取-可全文
RFN-9334fdf16b283e1a,T9风险处置与案件合规,保险保障基金管理办法（已失效）,N/A,nfra,BOUNDARY,低,人寿保险|人寿保险公司|健康保险,,,再保险公司|财产保险公司,[body]…人、被保险人或者受益人。 本办法所称保单受让公司，是指在保险公司被撤销或者被宣告破产的情形下，接受其依法转让的人寿保险合同的人寿保险公司。 第三条 保险保障基金分为财产保险公司保障基金和人寿保险公司保障基金。 财产保险公司保障基…,5857,已提取-可全文
RFN-935ddd95dd623e33,T1销售行为与消费者保护,保险公估机构监管规定,保监会令〔2001〕3号,nfra,EXCLUDE,中,,,保单|保险公司|保险条款|分支机构,保险中介机构|保险公估|保险经纪机构|商业银行,[title]…保险公估机构监管规定 中国保险监督管理委员会令2009年第7号。《保险公估机构监管规定》已经2009年9月18日中国保…,21125,已提取-可全文
RFN-936a1959c84fb2c5,T0上位法锚点,中华人民共和国公司法,N/A,pbc,EXCLUDE,—,,,,,,17,已提取-缺正文
RFN-9375b225151c1676,T9风险处置与案件合规,国家金融监督管理总局关于印发《银行保险机构涉刑案件风险防控管理办法》的通知,金规[2023]10号,nfra,EXCLUDE,中,,,保险公司|保险机构|保险理赔|保险资产管理|保险销售|分支机构,信托公司|再保险公司|商业银行|金融资产|银行业|银行业金融机构,[meta]…控管理办法》的通知 国家金融监督管理总局文件各监管局，各政策性银行、大型银行、股份制银行、外资银行、直销银行、金融资产管理公司、金融资产投资公司、理财公司，各保险集团（控股）公司、保险公司、保险资产管理公司、养老金管理公司、保险…,11337,已提取-可全文
RFN-9377e5986668cec6,T5资金运用与资产负债管理,中国保监会 财政部关于加强保险资金运用管理 支持防范化解地方政府债务风险的指导意见,保监发〔2018〕6号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理|保险资金,,[title]…中国保监会 财政部关于加强保险资金运用管理 支持防范化解地方政府债务风险的指导意见 保监发〔2018〕6号。各保险集团（控股）公司、保险公司、保…,4395,已提取-可全文
RFN-939ddf8251eee315,T2产品与精算制度,关于加强非寿险精算工作有关问题的通知,保监发〔2010〕58号,nfra,EXCLUDE,中,,,保险公司,再保险公司|财产保险公司,[meta]…关于编报保险公司非寿险业务准备金评估报告有关事项的通知 保监产险〔2012〕651号。各财产保险公司、再保险公司：。为规范保险公司非寿险业务准备金评估报告编报工作，提高非寿险业务准备金评估报告编报质量，我会决定…,7124,已提取-可全文
RFN-93cf24eecccf929b,T1销售行为与消费者保护,关于加强保险中介从业人员继续教育管理工作的通知（已废止）,保监发〔2005〕107号,nfra,BOUNDARY,低,人身保险|健康保险,保险代理人,,保险中介机构|保险公估|保险经纪|保险经纪机构,[body]…、 保险合同； 3、 《保险法》； 4、 《保险中介相关法规汇编》； 5、 《保险职业道德教育读本》； 6、 人身保险的主要种类和人身保险合同； 7、 财产保险的主要种类和财产保险合同； 8、 意外伤害保险和健康保险； 9、 保…,3619,已提取-可全文
RFN-93d4a56bc228f26e,T9风险处置与案件合规,关于建立保险司法案件报告制度的通知,保监发[2009]81号,supp,BOUNDARY,低,,,保险公司|保险机构|保险营销|保险资产管理|保险资金|分支机构,,[body]…报的报告方式、时限与内容。 中国保险监督管理委员会    保监发〔2009〕81号 各保监局，各保险集团公司、保险公司、保险资产管理公司、保险中介公司： 为加强对保险业违法行为的监管，有效防范行业风险，经研究，我会决定建立保险司…,6644,已提取-可全文
RFN-93edca63e3171e89,T5资金运用与资产负债管理,关于保险公司投资中央银行票据的通知（已废止）,保监发〔2003〕91号,nfra,BOUNDARY,低,,,保险公司,,[title]…关于保险公司投资中央银行票据的通知（已废止） 保监发〔2003〕91号。各保险公司：。最近，有保险公司咨询是否可以投资人民…,604,已提取-可全文
RFN-93f51bde3c1d9108,T10数据治理与信息披露,中国保监会关于印发《保险标准化工作管理办法》的通知,保监发〔2017〕94号,nfra,BOUNDARY,低,,,保险公司|保险机构|保险资产管理,,[meta]…司、上海保险交易所股份有限公司、中国保险报业股份有限公司，中国保险行业协会、中国保险学会、中国精算师协会、中国保险资产管理业协会，各保险集团（控股）公司、保险公司、保险资产管理公司、相互保险社、保险专业中介机构：。     保监发〔…,6807,已提取-可全文
RFN-9437a7b679fdc64e,T2产品与精算制度,关于修订《精算报告——分红保险业务报告》编报规则的通知（已废止）,保监发〔2009〕21号,nfra,INCLUDE,中,健康保险|养老保险公司|寿险,,,,[meta]…关于修订《精算报告——分红保险业务报告》编报规则的通知（已废止） 保监发〔2009〕21号。各寿险公司、养老保险公司、健康保险公司:。为全面客观地反映保险公司分红保险的业务状况，进一步规范和明确分红保险业务在…,830,已提取-可全文
RFN-946238a80cf9fab2,T1销售行为与消费者保护,保险销售行为管理办法,国家金融监督管理总局令[2023]2号,nfra,INCLUDE,中,人身保险,个人保险代理人,,保险中介机构|保险经纪|再保险公司,[body]…保险产品类型和等级范围，委派合格保险销售人员销售该等级范围内的保险产品。第二十二条 保险公司、保险中介机构销售人身保险新型产品的，应当向投保人提示保单利益的不确定性，并准确、全面地提示相关风险；法律、行政法规和监管制度规定要求对…,16815,已提取-可全文
